25,10,5,0,3,2,20,0,0,68,118
26,10,0,0,3,2,20,0,0,68,118
27,10,0,0,3,2,20,0,0,68,118
28,10,0,0,3,2,20,0,0,68,118
29,10,0,0,3,2,20,0,0,68,118
30,10,0,0,3,2,20,0,0,68,118
31,10,0,0,3,2,20,0,0,68,118
32,10,0,0,3,2,20,0,0,68,118
33,10,0,0,3,2,20,0,0,68,118
34,10,0,0,3,2,20,0,0,68,118
35,10,0,0,3,2,20,0,0,68,118
36,10,0,0,3,2,20,0,0,68,118
51,10,0,0,3,2,20,0,0,68,118
52,10,0,0,3,2,20,0,0,68,118
53,10,0,0,3,2,20,0,0,68,118
54,10,0,0,3,2,20,0,0,68,118
55,10,0,0,3,2,20,0,0,68,118
56,10,0,0,3,2,20,0,0,68,118
57,10,0,0,3,2,20,0,0,68,118
58,10,0,0,3,2,20,0,0,68,118
59,10,0,0,3,2,20,0,0,68,118
60,10,0,0,3,2,20,0,0,68,118
61,10,0,0,3,2,20,0,0,68,118
62,10,0,0,3,2,20,0,0,68,118
63,10,0,0,3,2,20,0,0,68,118
64,10,0,0,3,2,20,0,0,68,118
65,10,0,0,3,2,20,0,0,68,118
66,10,0,0,3,2,20,0,0,68,118
67,10,0,0,3,2,20,0,0,68,118
68,10,0,0,3,2,20,0,0,68,118
69,10,0,0,3,2,20,0,0,68,118
